"('Mot Fréquent1',)","('Mot Fréquent2',)","('Mot Fréquent3',)","('Mot Fréquent4',)","('Mot Important1',)","('Mot Important2',)","('Mot Important3',)","('Mot Important4',)",0
taux,fonds,pourcent,année,social,devoir,rédiger,maladie,1
qualité,soignant,faire,pratique,pouvoir,devoir,supprimer,titre,1
père,mère,naissance,foyer,pouvoir,vise,permettre,supprimer,1
établissement,prestation,tarif,national,vise,rédiger,charge,dispositif,1
pénalité,dispositif,médical,degré,social,vise,permettre,rédiger,1
pénalité,entreprise,établissement,conséquence,social,pouvoir,vise,faire,1
rédiger,début,disposition,applicable,rédiger,disposition,contribution,applicable,1
sécurité,social,cotisation,salaire,devoir,vise,rédiger,prévoir,1
tiers,payer,permettre,assurance,pouvoir,santé,charge,dispositif,1
rédiger,dispositif,raison,risque,social,santé,faire,insérer,1
rédiger,contribution,recouvrer,contrôler,rédiger,contribution,revenu,règle,1
rédiger,arrêté,substituer,ajouter,insérer,dernier,substituer,rédactionnel,1
sécurité,social,degré,abroger,vise,charge,dispositif,compléter,1
établissement,relatif,service,prendre,rédiger,prévoir,maladie,soin,1
pénalité,entreprise,établissement,effectif,sécurité,pouvoir,vise,faire,1
sécurité,social,dispositif,exonération,devoir,rédiger,financement,degré,1
tiers,payer,contrat,santé,social,sécurité,devoir,vise,1
pénalité,insérer,encontre,employeur,insérer,employeur,encontre,pénalité,1
rédaction,montant,million,rétablir,social,sécurité,financement,national,1
père,lier,coparentalité,famille,social,dispositif,compléter,concerner,1
rédiger,début,naissance,enfant,rédiger,prendre,salarié,enfant,1
taux,nombre,croissance,promesse,social,sécurité,devoir,vise,1
rédiger,fin,cotisation,rédactionnel,rédiger,cotisation,fin,rédactionnel,1
retraite,supprimer,situer,seuil,pouvoir,devoir,vise,prévoir,1
rédiger,remettre,parlement,évaluation,rédiger,remettre,parlement,décembre,1
rédiger,organisme,sécurité,social,social,sécurité,rédiger,organisme,1
rédiger,fin,second,demande,rédiger,fin,demande,second,1
sécurité,social,cas,attendre,supprimer,part,social,or,1
tiers,sécurité,social,accident,pouvoir,insérer,rédiger,prévoir,1
rédiger,fin,degré,valeur,degré,décret,fin,fixer,1
rédiger,fin,allocation,rédactionnel,rédiger,fin,allocation,rédactionnel,1
rédiger,début,rural,pêche,rédiger,compter,applicable,rédaction,1
rédiger,entrent,vigueur,janvier,devoir,rédiger,compter,janvier,1
sécurité,social,compléter,rédiger,social,sécurité,devoir,rédiger,1
sécurité,social,second,numéro,devoir,vise,supprimer,financement,1
sécurité,social,sage,femme,vise,insérer,titre,cas,1
retraite,ultramarin,niveau,agricole,social,pouvoir,vise,pourcent,1
taux,part,dispositif,médicament,vise,insérer,rédiger,prévoir,1
rédiger,début,titre,expérimental,rédiger,titre,début,rédactionnel,1
sécurité,social,dispositif,financement,devoir,permettre,faire,rédiger,1
règlement,européen,boisson,produit,santé,nouveau,an,recette,1
sécurité,social,domicile,privatif,faire,supprimer,dispositif,degré,1
revalorisation,métier,social,santé,faire,public,charge,financement,1
période,insérer,minimal,interruption,insérer,activité,période,interruption,1
sécurité,social,impact,budget,faire,prévoir,financement,dispositif,1
revalorisation,retraite,agricole,pension,social,sécurité,vise,financement,1
qualité,acte,mettre,œuvre,social,sécurité,pouvoir,santé,1
revalorisation,personnel,public,soignant,pouvoir,vise,insérer,prévoir,1
sécurité,social,impôt,branche,santé,vise,permettre,rédiger,1
revalorisation,pension,supprimer,vise,social,vise,supprimer,général,1
sécurité,social,impôt,degré,santé,vise,permettre,public,1
revalorisation,supprimer,taux,pension,vise,mise,place,niveau,1
sécurité,social,impôt,fortune,vise,permettre,rédiger,prévoir,1
tiers,payer,bénéfice,mécanisme,vise,rédiger,pourcent,soin,1
retraité,csg,pourcent,hausse,devoir,vise,degré,droit,1
sécurité,social,lier,financement,devoir,vise,public,rédiger,1
territoire,national,offre,complet,devoir,charge,objectif,assurer,1
retraite,âge,légal,départ,sécurité,financement,cotisation,nécessaire,1
établissement,santé,parlement,public,pouvoir,permettre,prévoir,compléter,1
revalorisation,supprimer,taux,pension,vise,mettre,place,niveau,1
revalorisation,établissement,coût,carrière,prévoir,financement,degré,professionnel,1
rupture,risque,médicament,stock,sécurité,pouvoir,vise,faire,1
revenu,part,degré,majorer,sécurité,vise,permettre,faire,1
rien,plan,suppression,investir,social,vise,supprimer,prévoir,1
rfr,seuil,année,social,sécurité,devoir,permettre,insérer,1
revenu,social,taux,prélèvement,devoir,vise,supprimer,insérer,1
revenu,social,capital,csg,permettre,financement,degré,maladie,1
sécurité,social,emploi,rédiger,devoir,rédiger,financement,dispositif,1
établissement,santé,augmenter,relatif,permettre,faire,rédiger,prévoir,1
revenu,santé,substituer,âge,social,montant,fin,viser,1
retraite,âge,bénéficiaire,allocation,social,sécurité,vise,insérer,1
sécurité,social,gilet,jaunes,devoir,faire,supprimer,état,1
revenu,part,degré,majorer,devoir,vise,permettre,faire,1
pénurie,médicament,malade,santé,pouvoir,devoir,public,pourcent,1
qualité,pertinence,efficience,soin,vise,insérer,établissement,dernier,1
revenu,part,degré,majorer,devoir,vise,faire,prévoir,1
période,contradictoire,délai,contrôle,devoir,supprimer,rédiger,financement,1
tiers,payer,contrat,complémentaire,social,sécurité,pouvoir,devoir,1
revenir,plfs,expérimentation,supprimer,social,sécurité,supprimer,prévoir,1
rédiger,second,absence,correction,pouvoir,rédiger,organisme,réaliser,1
retraite,situer,seuil,année,supprimer,prévoir,prestation,déjà,1
région,psychiatre,objectif,inégalité,faire,insérer,charge,soin,1
taux,pourcent,conséquence,substituer,santé,devoir,charge,financement,1
établissement,santé,prise,administration,social,sécurité,devoir,vise,1
établissement,hospitalier,santé,territoire,pouvoir,vise,public,état,1
titre,mois,exonération,applicable,supprimer,insérer,conséquence,cours,1
supprimer,voie,dématérialiser,conséquence,vise,supprimer,conséquence,modalité,1
taux,pourcent,produit,fin,permettre,maladie,substituer,fin,1
surcoût,santé,coefficient,compenser,social,sécurité,pouvoir,devoir,1
tabac,pourcent,unité,produit,pouvoir,vise,rédiger,droit,1
établissement,santé,personnel,investissement,devoir,insérer,an,objectif,1
régime,prévoyance,retraite,sncf,social,sécurité,supprimer,financement,1
système,retraite,français,faire,pouvoir,santé,devoir,état,1
sécheresse,social,subir,cotisation,pouvoir,vise,permettre,faire,1
établissement,santé,personnel,investissement,devoir,insérer,an,dernier,1
restriction,pourcent,entreprise,perte,social,devoir,permettre,faire,1
régime,maladie,agricole,travail,devoir,insérer,rédiger,prévoir,1
sécurité,social,supplémentaire,heure,insérer,rédiger,financement,dispositif,1
régime,insérer,possibilité,faire,rédiger,droit,traitement,inscrire,1
établissement,maison,naissance,santé,devoir,faire,public,rédiger,1
établissement,hospitalier,santé,territoire,pouvoir,vise,public,compléter,1
établissement,fédération,public,santé,social,sécurité,vise,compléter,1
public,privé,établissement,santé,social,pouvoir,insérer,rédiger,1
traitement,complémentaire,médecine,patient,sécurité,devoir,permettre,charge,1
territoire,insulaire,degré,sécurité,social,sécurité,vise,insérer,1
région,dotation,distance,établissement,social,soin,proposer,objectif,1
région,dotation,distance,établissement,social,soin,proposer,france,1
région,coefficient,degré,corse,social,sécurité,santé,permettre,1
ressource,forfaitaire,proportionnel,assuré,insérer,prévoir,disposition,mise,1
public,personnel,revalorisation,contractuel,vise,prévoir,charge,compléter,1
ressource,pension,réversion,sécurité,faire,rédiger,compléter,droit,1
établissement,femme,zone,moment,social,sécurité,pouvoir,faire,1
territoire,mesurer,ville,besoin,pouvoir,devoir,vise,faire,1
régime,social,exonération,renforcer,pouvoir,devoir,rédiger,prévoir,1
régime,social,disposition,degré,pouvoir,vise,insérer,dispositif,1
territoire,matière,offre,soin,social,sécurité,santé,vise,1
régime,second,occurrence,insérer,insérer,base,obligatoire,second,1
établissement,financement,coefficient,territoire,devoir,public,charge,compléter,1
supprimer,voie,dématérialiser,conséquence,social,conséquence,cotisation,contribution,1
établissement,france,navire,entreprise,permettre,supprimer,insérer,national,1
régime,dépense,général,pourcent,social,sécurité,supprimer,public,1
retraite,aah,disposition,pension,pouvoir,devoir,vise,permettre,1
titre,maladie,professionnel,entreprise,social,sécurité,vise,insérer,1
référence,fin,supprimer,conséquence,vise,supprimer,compléter,soin,1
référence,substituer,bis,conséquence,conséquence,dernier,rédactionnel,substituer,1
référence,rédiger,fin,remplacer,faire,rédiger,fin,remplacer,1
référence,numéro,social,substituer,sécurité,substituer,relatif,social,1
référence,insérer,remplacer,obsolète,insérer,remplacer,obsolète,référence,1
référence,insérer,degré,remplacer,insérer,degré,remplacer,référence,1
public,social,ehpad,sécurité,rédiger,compléter,degré,droit,1
référence,insérer,bis,dernier,insérer,dernier,remplacer,bis,1
référence,ensemble,bénéficiaire,aah,santé,vise,permettre,assurer,1
sécurité,social,application,jour,permettre,financement,dispositif,disposition,1
sécurité,social,branche,agricole,pouvoir,vise,permettre,faire,1
référence,degré,remplacer,conséquence,conséquence,degré,erreur,remplacer,1
état,thérapeutique,disponible,substituer,compléter,conséquence,substituer,rédactionnel,1
référence,degré,insérer,priorité,sécurité,devoir,financement,dispositif,1
référence,compléter,rédiger,degré,rédiger,compléter,degré,remplacer,1
établissement,nombre,cadre,expérimentation,santé,vise,charge,compléter,1
réduction,écart,département,ressource,social,vise,rédiger,compléter,1
référence,substituer,correction,erreur,substituer,erreur,correction,référence,1
référence,substituer,degré,conséquence,degré,conséquence,substituer,iv,1
référentiel,certification,ensemble,pratique,social,sécurité,devoir,vise,1
sécurité,social,action,gratuit,devoir,vise,faire,insérer,1
sécurité,social,abroger,prévoit,pouvoir,santé,dispositif,perte,1
établissement,maison,naissance,santé,faire,public,dispositif,droit,1
référencement,produit,dispositif,médical,social,devoir,rédiger,droit,1
public,recouvrement,cotisation,régime,social,pouvoir,devoir,insérer,1
titre,employeur,cas,prix,sécurité,pouvoir,vise,permettre,1
taux,financement,autonomie,pourcent,permettre,proposer,recette,cadre,1
référencement,produit,conséquence,rédiger,social,devoir,insérer,droit,1
retraite,certificat,existence,caisse,faire,public,prévoir,état,1
retraite,médecin,bénéficier,social,sécurité,pouvoir,santé,devoir,1
référence,vise,bénéficiaire,ensemble,santé,national,disposition,substituer,1
retraite,durée,supprimer,introduire,supprimer,prévoir,droit,assurance,1
référence,supprimer,conséquence,dernier,vise,supprimer,insérer,soin,1
référence,substituer,second,occurrence,substituer,second,occurrence,référence,1
titre,applique,cotisation,contribution,vise,insérer,prévoir,général,1
retraite,débat,public,supprimer,financement,proposer,disposition,dernier,1
référence,substituer,santé,public,santé,public,substituer,rédactionnel,1
recherche,développement,santé,médicament,social,sécurité,pouvoir,vise,1
soin,cancer,charge,parcours,pouvoir,vise,permettre,compléter,1
santé,encadrement,cadre,téléconsultation,social,sécurité,devoir,faire,1
substituer,conformément,application,rédactionnel,substituer,application,rédactionnel,conformément,1
substituer,aide,département,national,rédiger,année,an,million,1
substituer,appui,conforme,rédaction,national,substituer,rédaction,assemblée,1
social,matériel,sécurité,médical,pouvoir,santé,vise,public,1
social,maladie,dépense,sécurité,faire,supprimer,année,nouveau,1
usage,cannabis,médical,condition,santé,maladie,état,assurance,1
substituer,b,degré,particulier,degré,substituer,service,particulier,1
substituer,barème,progressif,conséquence,conséquence,fixer,fixé,substituer,1
usage,pouvoir,consigne,supprimer,devoir,faire,maladie,assurance,1
social,judiciaire,organisme,protection,sécurité,pouvoir,permettre,cas,1
travail,at,arrêt,caisse,charge,compléter,droit,général,1
social,insérer,degré,mise,insérer,degré,prendre,mise,1
social,mois,sécurité,allonger,pouvoir,devoir,financement,compléter,1
substituer,conformément,disposition,application,disposition,substituer,application,conformément,1
social,indépendant,sécurité,cotisation,devoir,insérer,prévoir,dispositif,1
social,impôt,général,charge,sécurité,devoir,permettre,insérer,1
social,impact,budget,sécurité,prévoir,disposition,concerner,mois,1
social,ier,général,action,sécurité,vise,droit,titre,1
substituer,conséquence,aide,département,rédiger,année,an,million,1
substituer,conséquence,durée,contention,prévoir,état,dernier,patient,1
social,général,impôt,charge,sécurité,devoir,supprimer,insérer,1
utilisation,ondam,bénéficiaire,dépense,vise,public,maladie,national,1
social,fraude,élément,sécurité,vise,rédiger,compléter,titre,1
substituer,accompagner,mineur,enfant,dispositif,conséquence,viser,enfant,1
social,nombre,limiter,allègement,sécurité,charge,financement,dispositif,1
travail,aide,domicile,organisation,devoir,permettre,compléter,soin,1
social,pourcent,suppression,taxe,devoir,vise,supprimer,prévoir,1
social,prestation,permettre,degré,sécurité,insérer,national,ensemble,1
social,prestation,permettre,date,sécurité,insérer,degré,national,1
urgence,soin,charge,patient,santé,supprimer,maladie,assurance,1
social,prestation,fraude,pénalité,santé,faire,public,financement,1
ssiad,infirmier,acte,indu,pouvoir,insérer,rédiger,prévoir,1
social,prestation,début,second,sécurité,vise,supprimer,disposition,1
social,presse,régime,exonération,faire,supprimer,prévoir,financement,1
social,presse,régime,exonération,devoir,vise,supprimer,prévoir,1
social,pouvoir,santé,prioriser,rédiger,proposer,établissement,assurer,1
travail,cotisation,salarié,sécurité,insérer,financement,droit,général,1
social,personnel,service,aide,sécurité,faire,financement,compléter,1
social,numéro,prestation,répertoire,sécurité,financement,national,an,1
social,pension,inférieur,prévoit,sécurité,pouvoir,vise,supprimer,1
social,parlement,boisson,alcoolique,permettre,prévoir,droit,an,1
