"('Mot Fréquent1',)","('Mot Fréquent2',)","('Mot Fréquent3',)","('Mot Important1',)","('Mot Important2',)","('Mot Important3',)",0
insérer,dépendre,activité,sécurité,pouvoir,devoir,1
insérer,bis,livre,insérer,remplacer,bis,1
insérer,bis,remplacer,insérer,remplacer,bis,1
insérer,bulletin,salaire,insérer,condition,activité,1
insérer,degré,bis,insérer,degré,bis,1
insérer,degré,bis,insérer,degré,remplacer,1
insérer,degré,bis,social,sécurité,insérer,1
insérer,fin,santé,santé,public,insérer,1
investissement,médicament,prendre,social,sécurité,pouvoir,1
insérer,respectivement,rédactionnel,insérer,rédactionnel,respectivement,1
insérer,titre,consulter,social,sécurité,santé,1
intermédiation,cas,caisse,social,devoir,permettre,1
intervention,mode,prestataire,vise,degré,organisme,1
intérêt,création,supprimer,social,sécurité,supprimer,1
invalidité,pension,revenu,social,sécurité,permettre,1
liberté,audience,procédure,devoir,permettre,supprimer,1
liberté,isolement,durée,devoir,vise,rédiger,1
licence,office,transparence,pouvoir,santé,faire,1
mars,droit,réserve,social,sécurité,pouvoir,1
maison,naissance,santé,insérer,degré,proposer,1
maison,naissance,santé,pouvoir,permettre,insérer,1
maison,naissance,structure,sécurité,vise,permettre,1
maison,naissance,transfert,devoir,faire,nouveau,1
maladie,professionnel,reconnaissance,permettre,faire,charge,1
maladie,professionnel,salarié,pouvoir,insérer,rédiger,1
martinique,autonomie,collectivité,devoir,public,prévoir,1
ligne,autonomie,contribution,sécurité,santé,vise,1
maternité,accouchement,femme,supprimer,financement,assurer,1
maternité,engagement,materniter,social,santé,public,1
maternité,supprimer,territoire,sécurité,faire,public,1
maternité,transfert,condition,vise,faire,supprimer,1
mayotte,compléter,ensemble,compléter,nouveau,proposer,1
mayotte,social,degré,devoir,faire,dispositif,1
maison,naissance,pratiquent,social,sécurité,charge,1
maison,naissance,offre,pouvoir,compléter,nouveau,1
maison,naissance,groupement,permettre,public,prendre,1
mainlevée,ordonne,pouvoir,santé,public,insérer,1
lutter,contre,fraude,devoir,permettre,supprimer,1
lpp,individuel,prévoir,social,sécurité,permettre,1
lpp,individuel,prévoir,permettre,charge,financement,1
logique,public,supprimer,social,sécurité,santé,1
logiciel,établissement,santé,devoir,insérer,prévoir,1
logiciel,informatique,santé,prévoir,financement,compléter,1
logiciel,certification,éditeur,devoir,permettre,public,1
logement,pourcent,aide,devoir,supprimer,financement,1
livret,taux,pourcent,public,dispositif,année,1
lit,hôpital,faire,devoir,public,charge,1
liste,dispositif,médical,social,sécurité,permettre,1
ligne,devoir,formation,pouvoir,faire,compléter,1
ligne,contribution,pourcent,social,pouvoir,santé,1
œuvre,employeur,entreprise,sécurité,vise,faire,1
