,Mot Nº1,Mot Nº2,Mot Nº3,Mot Nº4,Mot Nº5,Mot Nº6,Mot Nº7,Mot Nº8,Mot Nº9,Mot Nº10
AMANR5L15PO717460B2296P0D1N001242,"('allocation', 2)","('euro', 2)","('insérer', 1)","('degré', 1)","('bénéficiaire', 1)","('mentionner', 1)","('article', 1)","('revalorisation', 1)","('aah', 1)","('mois', 1)"
AMANR5L15PO717460B2296P0D1N001243,"('médicament', 5)","('prise', 4)","('charge', 4)","('homéopathique', 3)","('déremboursement', 3)","('remettre', 2)","('réduction', 2)","('assurance', 2)","('maladie', 2)","('janvier', 2)"
AMANR5L15PO717460B2296P0D1N001247,"('article', 3)","('supprimer', 2)","('assistant', 2)","('maternel', 2)","('agrément', 2)","('publicité', 2)","('créer', 1)","('nouveau', 1)","('contraindre', 1)","('subordonner', 1)"
AMANR5L15PO717460B2296P0D1N001253,"('supprimer', 2)","('consigne', 2)","('pouvoir', 2)","('dispositif', 2)","('médical', 2)","('état', 2)","('assurer', 2)","('vise', 1)","('instauration', 1)","('bénéficier', 1)"
AMANR5L15PO717460B2296P0D1N001255,"('prestation', 2)","('article', 2)","('code', 2)","('insérer', 1)","('degré', 1)","('bis', 1)","('mentionner', 1)","('revalorisation', 1)","('familial', 1)","('faire', 1)"
AMANR5L15PO717460B2296P0D1N001257,"('logiciel', 13)","('certification', 12)","('éditeur', 4)","('pouvoir', 4)","('prescription', 4)","('dispensation', 4)","('sanction', 4)","('santé', 3)","('aide', 3)","('professionnel', 3)"
AMANR5L15PO717460B2296P0D1N001258,"('lit', 4)","('hôpital', 3)","('faire', 2)","('nombre', 2)","('patient', 2)","('pouvoir', 2)","('réduire', 2)","('hospitalisation', 2)","('délai', 1)","('an', 1)"
AMANR5L15PO717460B2296P0D1N001263,"('fonds', 3)","('social', 3)","('charger', 3)","('sein', 2)","('mentionner', 2)","('article', 2)","('commission', 2)","('médical', 2)","('autonome', 2)","('avis', 2)"
AMANR5L15PO717460B2296P0D1N001265,"('indemnisation', 3)","('victime', 3)","('fonds', 2)","('délai', 2)","('retenir', 2)","('rédiger', 1)","('début', 1)","('mois', 1)","('compter', 1)","('réception', 1)"
AMANR5L15PO717460B2296P0D1N001266,"('référence', 2)","('substituer', 1)","('second', 1)","('occurrence', 1)",,,,,,
AMANR5L15PO717460B2296P0D1N001269,"('référence', 5)","('article', 4)","('degré', 2)","('remplacer', 2)","('conséquence', 1)","('erreur', 1)",,,,
AMANR5L15PO717460B2296P0D1N001272,"('sécurité', 2)","('social', 2)","('sage', 2)","('femme', 2)","('patient', 2)","('grossesse', 2)","('médecin', 2)","('traitant', 2)","('article', 1)","('code', 1)"
AMANR5L15PO717460B2296P0D1N001273,"('grossesse', 3)","('médecin', 2)","('suivi', 2)","('ailleurs', 2)","('santé', 2)","('article', 1)","('code', 1)","('sécurité', 1)","('social', 1)","('durée', 1)"
AMANR5L15PO717460B2296P0D1N001276,"('cancer', 2)","('prostate', 2)","('patient', 2)","('systématiquement', 2)","('malade', 2)","('participer', 2)","('étude', 2)","('épidémiologique', 2)","('fonctionnel', 2)","('activité', 2)"
AMANR5L15PO717460B2296P0D1N001277,"('référencemer', 1)","('insérer', 1)","('prévue', 1)",,,,,,,
AMANR5L15PO717460B2296P0D1N001279,"('substituer', 1)","('liste', 1)","('mentionner', 1)","('article', 1)",,,,,,
AMANR5L15PO717460B2296P0D1N001280,"('médicament', 6)","('dépense', 6)","('homéopathique', 4)","('prise', 3)","('charge', 3)","('article', 2)","('janvier', 2)","('éviter', 2)","('engendrer', 2)","('traitement', 2)"
AMANR5L15PO717460B2296P0D1N001283,"('pharmacien', 6)","('substitution', 5)","('médicament', 4)","('article', 3)","('biologique', 3)","('prescripteur', 3)","('cadre', 3)","('prévoir', 2)","('condition', 2)","('décret', 2)"
AMANR5L15PO717460B2296P0D1N001284,"('charge', 9)","('patient', 8)","('pied', 6)","('diabétique', 6)","('prise', 5)","('diabète', 4)","('assurance', 3)","('maladie', 3)","('cahier', 3)","('établissement', 3)"
AMANR5L15PO717460B2296P0D1N001285,"('pourcent', 7)","('entreprise', 6)","('répartition', 6)","('médicament', 6)","('pharmaceutique', 5)","('taux', 3)","('taxe', 3)","('prix', 3)","('article', 2)","('code', 2)"
AMANR5L15PO717460B2296P0D1N001286,"('article', 2)","('code', 2)","('sécurité', 2)","('social', 2)","('taux', 2)","('pourcent', 2)","('remplacer', 1)","('perte', 1)","('recette', 1)","('organisme', 1)"
AMANR5L15PO717460B2296P0D1N001287,"('article', 2)","('code', 2)","('sécurité', 2)","('social', 2)","('taux', 2)","('pourcent', 2)","('remplacer', 1)","('perte', 1)","('recette', 1)","('organisme', 1)"
AMANR5L15PO717460B2296P0D1N001288,"('distributeur', 1)","('insérer', 1)","('détail', 1)","('conséquence', 1)","('procéder', 1)","('insertion', 1)",,,,
AMANR5L15PO717460B2296P0D1N001292,"('entreprise', 7)","('répartition', 7)","('pharmaceutique', 6)","('médicament', 5)","('pourcent', 3)","('prix', 3)","('modification', 2)","('rémunération', 2)","('service', 2)","('marge', 2)"
AMANR5L15PO717460B2296P0D1N001293,"('occurrence', 1)","('insérer', 1)",,,,,,,,
AMANR5L15PO717460B2296P0D1N001294,"('patient', 2)","('initialement', 2)","('utiliser', 2)","('fin', 1)","('substituer', 1)",,,,,
AMANR5L15PO717460B2296P0D1N001295,"('maternel', 5)","('employeur', 5)","('agrément', 4)","('coordonnée', 4)","('site', 4)","('parent', 4)","('professionnel', 4)","('temps', 4)","('horaire', 4)","('prévoir', 3)"
AMANR5L15PO717460B2296P0D1N001296,"('état', 2)","('thérapeutique', 2)","('disponible', 2)","('substituer', 1)","('conséquence', 1)","('compléter', 1)","('rédactionnel', 1)",,,
AMANR5L15PO717460B2296P0D1N001297,"('pension', 7)","('social', 5)","('retraité', 4)","('hausse', 4)","('article', 3)","('inflation', 3)","('pouvoir', 3)","('achat', 3)","('code', 2)","('sécurité', 2)"
AMANR5L15PO717460B2296P0D1N001298,"('pourcent', 10)","('csg', 8)","('taux', 5)","('article', 5)","('point', 5)","('dette', 4)","('social', 4)","('janvier', 4)","('an', 4)","('milliard', 4)"
AMANR5L15PO717460B2296P0D1N001300,"('agir', 4)","('contribution', 3)","('titre', 3)","('année', 3)","('article', 3)","('supprimer', 2)","('devoir', 2)","('juillet', 2)","('niveau', 2)","('donner', 2)"
AMANR5L15PO717460B2296P0D1N001305,"('social', 10)","('français', 9)","('sécurité', 5)","('article', 4)","('quater', 4)","('polynésie', 4)","('régime', 4)","('fiscal', 4)","('caisse', 3)","('prévoyance', 3)"
AMANR5L15PO717460B2296P0D1N001308,"('autorisation', 2)","('supprimer', 1)","('insérer', 1)","('conséquence', 1)","('compléter', 1)",,,,,
AMANR5L15PO717460B2296P0D1N001309,"('référence', 2)","('insérer', 1)","('bis', 1)","('dernier', 1)","('remplacer', 1)","('rédactionnel', 1)",,,,
AMANR5L15PO717460B2296P0D1N001311,"('santé', 10)","('territorial', 5)","('projet', 4)","('mental', 4)","('professionnel', 4)","('mentionner', 3)","('article', 3)","('code', 3)","('soin', 3)","('territoire', 2)"
AMANR5L15PO717460B2296P0D1N001312,"('santé', 7)","('mental', 7)","('insérer', 4)","('activité', 4)","('vie', 3)","('degré', 2)","('article', 2)","('conséquence', 2)","('psychiatrie', 2)","('définition', 2)"
AMANR5L15PO717460B2296P0D1N001314,"('traçabilité', 3)","('utilisation', 3)","('fixer', 2)","('professionnel', 2)","('dotation', 2)","('substituer', 1)","('conséquence', 1)","('procéder', 1)","('substitution', 1)","('mission', 1)"
AMANR5L15PO717460B2296P0D1N001315,"('dispositif', 5)","('salarié', 5)","('supprimer', 4)","('article', 4)","('accord', 4)","('conséquence', 3)","('code', 3)","('social', 3)","('prime', 3)","('exceptionnel', 3)"
AMANR5L15PO717460B2296P0D1N001316,"('fonds', 4)","('produit', 4)","('phytopharmaceutique', 4)","('pathologie', 4)","('délai', 2)","('mois', 2)","('compter', 2)","('conséquence', 2)","('création', 2)","('lien', 2)"
AMANR5L15PO717460B2296P0D1N001317,"('hébergement', 7)","('temporaire', 6)","('soin', 4)","('dépense', 3)","('forfait', 3)","('professionnel', 3)","('périmètre', 2)","('âgé', 2)","('gestionnaire', 2)","('pouvoir', 2)"
AMANR5L15PO717460B2296P0D1N001318,"('offre', 3)","('médical', 3)","('accès', 3)","('territoire', 3)","('article', 3)","('remplacement', 3)","('pouvoir', 3)","('exercer', 2)","('santé', 2)","('soin', 2)"
AMANR5L15PO717460B2296P0D1N001319,"('social', 4)","('cas', 3)","('devoir', 3)","('infraction', 3)","('code', 2)","('réitération', 2)","('état', 2)","('article', 1)","('sécurité', 1)","('remplacer', 1)"
AMANR5L15PO717460B2296P0D1N001320,"('article', 4)","('famille', 3)","('prestation', 3)","('code', 2)","('social', 2)","('pouvoir', 2)","('bénéficier', 2)","('membre', 2)","('condamner', 2)","('national', 2)"
AMANR5L15PO717460B2296P0D1N001321,"('prévention', 6)","('territoire', 6)","('action', 4)","('proximité', 3)","('population', 3)","('permettre', 2)","('association', 2)","('message', 2)","('hôpital', 2)","('élu', 2)"
AMANR5L15PO717460B2296P0D1N001326,"('indemnisation', 3)","('fonds', 3)","('délai', 3)","('mois', 2)","('compter', 2)","('demande', 2)","('rédiger', 1)","('début', 1)","('réception', 1)","('changement', 1)"
AMANR5L15PO717460B2296P0D1N001327,"('article', 2)","('victime', 2)","('paraquat', 2)","('compléter', 1)","('délai', 1)","('mois', 1)","('promulgation', 1)","('présente', 1)","('parlement', 1)","('mise', 1)"
AMANR5L15PO717460B2296P0D1N001329,"('produit', 3)","('taxe', 3)","('référence', 2)","('degré', 2)","('insérer', 2)","('priorité', 2)","('solde', 2)","('phytosanitaire', 2)","('affecter', 2)","('environnement', 2)"
AMANR5L15PO717460B2296P0D1N001330,"('réparation', 14)","('indemnisation', 12)","('article', 11)","('intégral', 11)","('préjudice', 10)","('victime', 9)","('fonds', 9)","('numéro', 6)","('relatif', 5)","('fiva', 5)"
AMANR5L15PO717460B2296P0D1N001331,"('définition', 4)","('tableau', 4)","('fonds', 3)","('pesticide', 3)","('retenir', 3)","('faire', 3)","('article', 2)","('septembre', 2)","('parlement', 2)","('évaluer', 2)"
AMANR5L15PO717460B2296P0D1N001333,"('centre', 2)","('insérer', 1)","('homologuer', 1)","('vise', 1)","('garantir', 1)","('sécurité', 1)","('qualité', 1)","('dispositif', 1)","('médical', 1)","('homologation', 1)"
AMANR5L15PO717460B2296P0D1N001334,"('domicile', 5)","('salarié', 4)","('aide', 4)","('contribution', 2)","('autonomie', 2)","('bénéfici', 2)","('service', 2)","('déjà', 2)","('rémunération', 2)","('compléter', 1)"
AMANR5L15PO717460B2296P0D1N001335,"('délai', 5)","('compter', 4)","('indemnisation', 3)","('fonds', 3)","('mois', 2)","('demande', 2)","('début', 1)","('substituer', 1)","('fixer', 1)","('décret', 1)"
AMANR5L15PO717460B2296P0D1N001336,"('social', 4)","('sécurité', 3)","('convention', 2)","('france', 2)","('état', 2)","('étranger', 2)","('pays', 2)","('français', 2)","('nombre', 2)","('dossier', 2)"
AMANR5L15PO717460B2296P0D1N001337,"('santé', 9)","('tiers', 7)","('payer', 7)","('social', 5)","('généralisation', 5)","('assurance', 4)","('maladie', 4)","('ensemble', 4)","('article', 3)","('sécurité', 3)"
AMANR5L15PO717460B2296P0D1N001338,"('fonds', 4)","('produit', 4)","('phytopharmaceutique', 4)","('pathologie', 4)","('délai', 2)","('mois', 2)","('compter', 2)","('conséquence', 2)","('création', 2)","('lien', 2)"
AMANR5L15PO717460B2296P0D1N001339,"('famille', 2)","('jour', 2)","('supprimer', 1)","('nouveau', 1)","('rédaction', 1)","('article', 1)","('code', 1)","('sécurité', 1)","('social', 1)","('supprime', 1)"
AMANR5L15PO717460B2296P0D1N001340,"('association', 4)","('article', 3)","('perte', 2)","('recette', 2)","('compenser', 2)","('devoir', 2)","('concurrence', 2)","('droit', 2)","('mentionner', 2)","('code', 2)"
AMANR5L15PO717460B2296P0D1N001342,"('établissement', 5)","('coefficient', 4)","('géographique', 4)","('degré', 3)","('surcoût', 3)","('article', 2)","('appliquer', 2)","('tarif', 2)","('national', 2)","('forfait', 2)"
AMANR5L15PO717460B2296P0D1N001345,"('euro', 6)","('montant', 4)","('agricole', 4)","('aspa', 4)","('article', 4)","('social', 4)","('actif', 3)","('net', 3)","('recouvrement', 3)","('succession', 3)"
AMANR5L15PO717460B2296P0D1N001347,"('offre', 3)","('spécialité', 2)","('soin', 2)","('libéral', 2)","('insérer', 1)","('répondre', 1)","('besoin', 1)","('population', 1)","('mettre', 1)","('place', 1)"
AMANR5L15PO717460B2296P0D1N001352,"('professionnel', 6)","('article', 5)","('santé', 5)","('sécurité', 4)","('libéral', 4)","('affilié', 4)","('régime', 4)","('code', 3)","('social', 3)","('taux', 3)"
AMANR5L15PO717460B2296P0D1N001353,"('crcm', 8)","('financement', 7)","('centre', 6)","('mucoviscidose', 6)","('ressource', 4)","('besoin', 4)","('faire', 3)","('améliorer', 3)","('charge', 3)","('patient', 3)"
AMANR5L15PO717460B2296P0D1N001355,"('accueil', 4)","('article', 3)","('site', 3)","('assistant', 3)","('information', 2)","('agrément', 2)","('maternel', 2)","('obligation', 2)","('supprimer', 1)","('impose', 1)"
AMANR5L15PO717460B2296P0D1N001356,"('entreprise', 6)","('degré', 5)","('réduction', 4)","('investissement', 4)","('cotisation', 4)","('patronal', 4)","('allègement', 4)","('salaire', 3)","('fillon', 3)","('emploi', 3)"
AMANR5L15PO717460B2296P0D1N001357,"('médical', 6)","('dispositif', 5)","('dépense', 4)","('remboursement', 4)","('assurance', 3)","('maladie', 3)","('modalité', 3)","('ensemble', 2)","('résulter', 2)","('ventiler', 2)"
AMANR5L15PO717460B2296P0D1N001360,"('politique', 3)","('santé', 2)","('population', 2)","('public', 2)","('territoire', 2)","('insérer', 1)","('territorialisation', 1)","('louable', 1)","('sens', 1)","('implique', 1)"
AMANR5L15PO717460B2296P0D1N001362,"('soin', 4)","('dotation', 3)","('hospitalier', 2)","('déterminer', 2)","('montant', 2)","('populationnelle', 2)","('complémentaire', 2)","('santé', 2)","('mental', 2)","('organisation', 2)"
AMANR5L15PO717460B2296P0D1N001363,"('réparation', 4)","('intégral', 3)","('victime', 3)","('fonds', 3)","('cas', 3)","('numéro', 3)","('article', 2)","('parlement', 2)","('opportunité', 2)","('modalité', 2)"
AMANR5L15PO717460B2296P0D1N001366,"('carte', 9)","('service', 7)","('public', 6)","('social', 5)","('transport', 5)","('urbain', 4)","('article', 3)","('salarié', 3)","('convention', 3)","('national', 3)"
AMANR5L15PO717460B2296P0D1N001368,"('degré', 8)","('santé', 7)","('substitution', 5)","('agence', 4)","('insérer', 3)","('recommandation', 3)","('professionnel', 3)","('médicament', 3)","('biosimilaire', 3)","('public', 2)"
AMANR5L15PO717460B2296P0D1N001369,"('travail', 7)","('révision', 6)","('liste', 5)","('nomenclature', 5)","('nouveau', 4)","('donner', 4)","('lieu', 4)","('prise', 4)","('charge', 4)","('délai', 3)"
AMANR5L15PO717460B2296P0D1N001370,"('atu', 11)","('médicament', 7)","('dispositif', 6)","('industriel', 6)","('autorisation', 5)","('amm', 5)","('patient', 4)","('prix', 4)","('coût', 4)","('an', 4)"
AMANR5L15PO717460B2296P0D1N001371,"('atu', 11)","('thérapeutique', 6)","('information', 6)","('dispositif', 6)","('médicament', 6)","('industriel', 6)","('utilisation', 5)","('amm', 5)","('protocole', 4)","('recueil', 4)"
AMANR5L15PO717460B2296P0D1N001372,"('impact', 5)","('maternité', 4)","('article', 3)","('offre', 3)","('hébergement', 3)","('permettre', 3)","('temporaire', 2)","('social', 2)","('financier', 2)","('déploiement', 2)"
AMANR5L15PO717460B2296P0D1N001373,"('degré', 6)","('public', 6)","('agent', 5)","('établissement', 5)","('conséquence', 4)","('article', 4)","('code', 4)","('supprimer', 3)","('travail', 3)","('relever', 3)"
AMANR5L15PO717460B2296P0D1N001374,"('date', 2)","('janvier', 2)","('transfert', 2)","('recouvrement', 2)","('caisse', 2)","('public', 2)","('substituer', 1)","('vise', 1)","('reporter', 1)","('assurer', 1)"
AMANR5L15PO717460B2296P0D1N001375,"('transfert', 3)","('recouvrement', 3)","('caisse', 3)","('an', 2)","('travail', 2)","('report', 2)","('public', 2)","('système', 2)","('permettre', 2)","('fin', 1)"
AMANR5L15PO717460B2296P0D1N001381,"('expérimentation', 6)","('article', 4)","('pouvoir', 4)","('code', 3)","('service', 3)","('saad', 3)","('cesu', 3)","('contemporanéité', 2)","('impôt', 2)","('mentionner', 2)"
AMANR5L15PO717460B2296P0D1N001383,"('social', 6)","('sécurité', 5)","('budget', 3)","('supprimer', 2)","('article', 2)","('état', 2)","('faire', 2)","('culpabiliser', 2)","('français', 2)","('déficit', 2)"
AMANR5L15PO717460B2296P0D1N001386,"('activité', 7)","('degré', 5)","('établissement', 5)","('taux', 5)","('occupation', 5)","('indicateur', 5)","('nombre', 5)","('apprécier', 4)","('structure', 4)","('service', 4)"
AMANR5L15PO717460B2296P0D1N001388,"('substituer', 1)","('jour', 1)","('entrée', 1)","('vigueur', 1)","('date', 1)","('publication', 1)",,,,
AMANR5L15PO717460B2296P0D1N001390,"('substituer', 1)","('entrée', 1)","('vigueur', 1)","('publication', 1)",,,,,,
AMANR5L15PO717460B2296P0D1N001391,"('date', 2)","('rédiger', 1)","('fin', 1)","('publication', 1)","('postérieur', 1)",,,,,
AMANR5L15PO717460B2296P0D1N001393,"('pouvoir', 5)","('prime', 4)","('entreprise', 3)","('salarié', 3)","('article', 3)","('versement', 3)","('employeur', 2)","('compléter', 2)","('exceptionnel', 2)","('achat', 2)"
AMANR5L15PO717460B2296P0D1N001394,"('substituer', 1)","('entrée', 1)","('vigueur', 1)","('publication', 1)",,,,,,
AMANR5L15PO717460B2296P0D1N001397,"('rédiger', 2)","('fin', 1)","('degré', 1)","('valeur', 1)","('maximal', 1)","('délai', 1)","('fixer', 1)","('décret', 1)","('rédactionnel', 1)",
AMANR5L15PO717460B2296P0D1N001401,"('ssiad', 7)","('acte', 5)","('indu', 5)","('auprès', 4)","('cpam', 4)","('idel', 4)","('infirmier', 4)","('article', 3)","('code', 3)","('sécurité', 3)"
AMANR5L15PO717460B2296P0D1N001402,"('supprimer', 3)","('article', 2)","('prévoir', 2)","('traite', 1)","('exonération', 1)","('charge', 1)","('jeune', 1)","('entreprise', 1)","('innovant', 1)","('titre', 1)"
AMANR5L15PO717460B2296P0D1N001403,"('social', 12)","('soin', 8)","('établissement', 8)","('service', 8)","('aide', 8)","('acte', 6)","('article', 5)","('code', 5)","('accompagnement', 5)","('règle', 3)"
AMANR5L15PO717460B2296P0D1N001404,"('substituer', 1)","('dédier', 1)","('consacré', 1)","('conséquence', 1)","('procéder', 1)","('substitution', 1)",,,,
AMANR5L15PO717460B2296P0D1N001405,"('assurance', 2)","('substituer', 1)","('régime', 1)","('obligatoire', 1)",,,,,,
AMANR5L15PO717460B2296P0D1N001407,"('insérer', 1)","('degré', 1)","('article', 1)","('remplacer', 1)","('rédactionnel', 1)",,,,,
AMANR5L15PO717460B2296P0D1N001408,"('substituer', 1)","('identifié', 1)","('application', 1)","('disposition', 1)","('soumettre', 1)","('obligation', 1)","('prévoir', 1)",,,
AMANR5L15PO717460B2296P0D1N001409,"('insérer', 1)","('degré', 1)","('bis', 1)","('abroger', 1)","('rédactionnel', 1)",,,,,
AMANR5L15PO717460B2296P0D1N001410,"('référence', 2)","('degré', 2)","('substituer', 1)","('b', 1)",,,,,,
AMANR5L15PO717460B2296P0D1N001411,"('exonération', 5)","('travailleur', 3)","('emploi', 3)","('article', 2)","('sécurité', 2)","('social', 2)","('concurrence', 2)","('mettre', 2)","('fin', 2)","('dispositif', 2)"
